#	Aux1	The story may be false .	Aux
11	they	_	PRON	PRP	_	13	nsubj	_	_
12	can	_	AUX	MD	_	13	aux	_	_
13	use	_	VERB	VB	_	8	rcmod	_	_
14	languages	_	NOUN	NNS	_	13	dobj	_	_
15	.	_	PUNCT	.	_	4	punct	_	_
Q	Human is special in terms of his remarkable ability to speak.
A	Y

#	Causality8	The officer was prosecuted on the ground that he had taken a bribe .	Causality
1	The	_	DET	DT	_	2	det	_	_
2	officer	_	NOUN	NN	_	4	nsubjpass	_	_
3	was	_	AUX	VBD	_	4	auxpass	_	_
4	prosecuted	_	VERB	VBN	_	0	root	_	_
5	on	_	ADP	IN	_	4	prep	_	_
6	the	_	DET	DT	_	7	det	_	_
7	ground	_	NOUN	NN	_	5	pobj	_	_
8	that	_	SCONJ	IN	_	11	mark	_	_
9	he	_	PRON	PRP	_	11	nsubj	_	_
10	had	_	AUX	VBD	_	11	aux	_	_
11	taken	_	VERB	VBN	_	4	ccomp	_	_
12	a	_	DET	DT	_	13	det	_	_
13	bribe	_	NOUN	NN	_	11	dobj	_	_
14	.	_	PUNCT	.	_	4	punct	_	_
Q	The officer recieved a money from others.
A	Y

#	Causality9	She was late because of the heavy traffic .	Causality
1	She	_	PRON	PRP	_	2	nsubj	_	_
2	was	_	VERB	VBD	_	0	root	_	_
3	late	_	ADV	RB	_	2	advmod	_	_
4	because	_	ADV	RB	_	5	advmod	_	_
5	of	_	ADP	IN	_	2	prep	_	_
6	the	_	DET	DT	_	8	det	_	_
7	heavy	_	ADJ	JJ	_	8	amod	_	_
8	traffic	_	NOUN	NN	_	5	pobj	_	_
9	.	_	PUNCT	.	_	2	punct	_	_
Q	She faced traffic jam.
A	Y

#	Causality10	He was absent on account of illness .	Causality
1	He	_	PRON	PRP	_	3	nsubj	_	_
2	was	_	VERB	VBD	_	3	cop	_	_
3	absent	_	ADJ	JJ	_	0	root	_	_
4	on	_	ADP	IN	_	3	prep	_	_
5	account	_	NOUN	NN	_	4	pobj	_	_
6	of	_	ADP	IN	_	5	prep	_	_
7	illness	_	NOUN	NN	_	6	pobj	_	_
8	.	_	PUNCT	.	_	3	punct	_	_
Q	He was sick.
A	Y

#	Compare1	The actor is not so attractive as he used to be .	Compare
1	The	_	DET	DT	_	2	det	_	_
2	actor	_	NOUN	NN	_	6	nsubj	_	_
3	is	_	VERB	VBZ	_	6	cop	_	_
4	not	_	PART	RB	_	6	neg	_	_
5	so	_	ADV	RB	_	6	advmod	_	_
6	attractive	_	ADJ	JJ	_	0	root	_	_
7	as	_	SCONJ	IN	_	9	mark	_	_
8	he	_	PRON	PRP	_	9	nsubj	_	_
9	used	_	VERB	VBD	_	6	advcl	_	_
10	to	_	PART	TO	_	11	aux	_	_
11	be	_	VERB	VB	_	9	xcomp	_	_
12	.	_	PUNCT	.	_	6	punct	_	_
Q	The actor was more attractive before.
A	Y

#	Compare2	Mr Brown is not as young as he looks .	Compare
1	Mr	_	PROPN	NNP	_	2	nn	_	_
2	Brown	_	PROPN	NNP	_	6	nsubj	_	_
3	is	_	VERB	VBZ	_	6	cop	_	_
4	not	_	PART	RB	_	6	neg	_	_
5	as	_	ADV	RB	_	6	advmod	_	_
6	young	_	ADJ	JJ	_	0	root	_	_
7	as	_	SCONJ	IN	_	9	mark	_	_
8	he	_	PRON	PRP	_	9	nsubj	_	_
9	looks	_	VERB	VBZ	_	6	advcl	_	_
10	.	_	PUNCT	.	_	6	punct	_	_
Q	Mr. Brown is actually older than his appearance.
A	Y

#	Compare3	A man 's worth lies not so much in what he has as in what he is .	Compare
1	A	_	DET	DT	_	2	det	_	_
2	man	_	NOUN	NN	_	4	poss	_	_
3	's	_	PART	POS	_	2	possessive	_	_
4	worth	_	NOUN	NN	_	5	nsubj	_	_
5	lies	_	VERB	VBZ	_	0	root	_	_
6	not	_	ADV	RB	_	8	neg	_	_
7	so	_	ADV	RB	_	8	advmod	_	_
8	much	_	ADJ	JJ	_	5	acomp	_	_
9	in	_	ADP	IN	_	12	prep	_	_
10	what	_	PRON	WP	_	9	pobj	_	_
11	he	_	PRON	PRP	_	12	nsubj	_	_
12	has	_	VERB	VBZ	_	8	ccomp	_	_
13	as	_	ADP	IN	_	8	advmod	_	_
14	in	_	SCONJ	IN	_	13	prep	_	_
15	what	_	PRON	WP	_	17	dobj	_	_
16	he	_	PRON	PRP	_	17	nsubj	_	_
17	is	_	VERB	VBZ	_	14	pcomp	_	_
18	.	_	PUNCT	.	_	5	punct	_	_
Q	A man’s worth is money.
A	N

#	Compare4	This dog is about three-fourths as big as that one .	Compare
1	This	_	DET	DT	_	2	det	_	_
2	cat	_	NOUN	NN	_	7	nsubj	_	_
3	is	_	VERB	VBZ	_	7	cop	_	_
4	about	_	ADV	RB	_	5	quantmod	_	_
5	three-fourths	_	NOUN	NNS	_	7	dep	_	_
6	as	_	ADV	RB	_	7	advmod	_	_
7	big	_	ADJ	JJ	_	0	root	_	_
8	as	_	ADP	IN	_	7	prep	_	_
9	that	_	DET	DT	_	10	det	_	_
10	dog	_	NOUN	NN	_	8	pobj	_	_
11	.	_	PUNCT	.	_	7	punct	_	_
Q	The cat is bigger than the dog.
A	N

#	Compare5	He is as clever as any student in the school .	Compare
1	He	_	PRON	PRP	_	4	nsubj	_	_
2	is	_	VERB	VBZ	_	4	cop	_	_
3	as	_	ADV	RB	_	4	advmod	_	_
4	clever	_	ADJ	JJ	_	0	root	_	_
5	as	_	ADP	IN	_	4	prep	_	_
6	any	_	DET	DT	_	7	det	_	_
7	student	_	NOUN	NN	_	5	pobj	_	_
8	in	_	ADP	IN	_	7	prep	_	_
9	the	_	DET	DT	_	10	det	_	_
10	school	_	NOUN	NN	_	8	pobj	_	_
11	.	_	PUNCT	.	_	4	punct	_	_
Q	He is so stupid.
A	N

#	Compare6	He did not so much as say goodbye to me .	Compare
1	He	_	PRON	PRP	_	7	nsubj	_	_
2	did	_	AUX	VBD	_	7	aux	_	_
3	not	_	PART	RB	_	7	neg	_	_
4	so	_	ADV	RB	_	6	advmod	_	_
5	much	_	ADV	RB	_	6	advmod	_	_
6	as	_	ADV	RB	_	7	advmod	_	_
7	say	_	VERB	VB	_	0	root	_	_
8	goodbye	_	NOUN	NN	_	7	dobj	_	_
9	to	_	ADP	TO	_	7	prep	_	_
10	me	_	PRON	PRP	_	9	pobj	_	_
11	.	_	PUNCT	.	_	7	punct	_	_
Q	He was gone without any words.
A	Y

#	Compare7	Buy as good a dictionary as you can .	Compare
1	Buy	_	VERB	VB	_	0	root	_	_
2	as	_	ADP	IN	_	1	prep	_	_
3	good	_	ADJ	JJ	_	5	amod	_	_
4	a	_	DET	DT	_	5	det	_	_
5	dictionary	_	NOUN	NN	_	2	pobj	_	_
6	as	_	SCONJ	IN	_	8	mark	_	_
7	you	_	PRON	PRP	_	8	nsubj	_	_
8	can	_	AUX	MD	_	1	advcl	_	_
9	.	_	PUNCT	.	_	1	punct	_	_
Q	You want to buy strange dictoinary.
A	N

#	Compare8	Shakespeare is as great a writer as ever lived .	Compare
1	Shakespeare	_	PROPN	NNP	_	4	nsubj	_	_
2	is	_	VERB	VBZ	_	4	cop	_	_
3	as	_	ADV	RB	_	4	advmod	_	_
4	great	_	ADJ	JJ	_	0	root	_	_
5	a	_	DET	DT	_	6	det	_	_
6	writer	_	NOUN	NN	_	9	nsubj	_	_
7	as	_	ADV	RB	_	8	advmod	_	_
8	ever	_	ADV	RB	_	9	advmod	_	_
9	lived	_	VERB	VBD	_	4	ccomp	_	_
10	.	_	PUNCT	.	_	4	punct	_	_
Q	Shakespeare is not great so much.
A	N

#	Compare9	I am as poor as ever .	Compare
1	I	_	PRON	PRP	_	4	nsubj	_	_
2	am	_	VERB	VBP	_	4	cop	_	_
3	as	_	ADV	RB	_	4	advmod	_	_
4	poor	_	ADJ	JJ	_	0	root	_	_
5	as	_	ADP	IN	_	4	prep	_	_
6	ever	_	ADV	RB	_	5	pcomp	_	_
7	.	_	PUNCT	.	_	4	punct	_	_
Q	Always poor.
A	Y

#	Compare10	John is the younger of the two .	Compare
1	John	_	PROPN	NNP	_	4	nsubj	_	_
2	is	_	VERB	VBZ	_	4	cop	_	_
3	the	_	DET	DT	_	4	det	_	_
4	younger	_	ADJ	JJR	_	0	root	_	_
5	of	_	ADP	IN	_	4	prep	_	_
6	the	_	DET	DT	_	7	det	_	_
7	two	_	NUM	CD	_	5	pobj	_	_
8	.	_	PUNCT	.	_	4	punct	_	_
Q	John is elder.
A	N

#	Compare11	He is more kind than honest .	Compare
1	He	_	PRON	PRP	_	6	nsubj	_	_
2	is	_	VERB	VBZ	_	6	cop	_	_
3	more	_	ADV	RBR	_	6	advmod	_	_
4	kind	_	NOUN	NN	_	5	dep	_	_
5	than	_	ADP	IN	_	6	advmod	_	_
6	honest	_	ADJ	JJ	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_
Q	He is honest.
A	N

#	Compare12	The older you grow , the more forgetful you become .	Compare
1	The	_	DET	DT	_	2	det	_	_
2	older	_	ADJ	JJR	_	4	dep	_	_
3	you	_	PRON	PRP	_	4	nsubj	_	_
4	grow	_	VERB	VBP	_	10	advcl	_	_
5	,	_	PUNCT	,	_	10	punct	_	_
6	the	_	DET	DT	_	8	det	_	_
7	more	_	ADV	RBR	_	8	advmod	_	_
8	forgetful	_	ADJ	JJ	_	10	dep	_	_
9	you	_	PRON	PRP	_	10	nsubj	_	_
10	become	_	VERB	VBP	_	0	root	_	_
11	.	_	PUNCT	.	_	10	punct	_	_
Q	We do not forget anything even if we get age.
A	N

#	Compare13	I like him all the better because he is very honest .	Compare
1	I	_	PRON	PRP	_	2	nsubj	_	_
2	like	_	VERB	VBP	_	0	root	_	_
3	him	_	PRON	PRP	_	6	nsubj	_	_
4	all	_	DET	PDT	_	6	predet	_	_
5	the	_	DET	DT	_	6	det	_	_
6	better	_	ADJ	JJR	_	2	xcomp	_	_
7	because	_	SCONJ	IN	_	11	mark	_	_
8	he	_	PRON	PRP	_	11	nsubj	_	_
9	is	_	VERB	VBZ	_	11	cop	_	_
10	very	_	ADV	RB	_	11	advmod	_	_
11	honest	_	ADJ	JJ	_	6	dep	_	_
12	.	_	PUNCT	.	_	2	punct	_	_
Q	You like him because of his good personality.
A	Y

#	Compare14	Tom like John none the less because he has many faults .	Compare
1	Tom	_	PROPN	PRP	_	2	nsubj	_	_
2	likes	_	VERB	VBP	_	0	root	_	_
3	John	_	PROPN	PRP	_	4	nsubj	_	_
4	none	_	VERB	VBD	_	2	ccomp	_	_
5	the	_	DET	DT	_	6	det	_	_
6	less	_	ADJ	JJR	_	4	dobj	_	_
7	because	_	SCONJ	IN	_	9	mark	_	_
8	he	_	PRON	PRP	_	9	nsubj	_	_
9	has	_	VERB	VBZ	_	4	advcl	_	_
10	many	_	ADJ	JJ	_	11	amod	_	_
11	faults	_	NOUN	NNS	_	9	dobj	_	_
12	.	_	PUNCT	.	_	2	punct	_	_
Q	Tom hates John because John always does mistakes.
A	N

#	Compare15	A good tale is none the worse because it is told twice .	Compare
1	A	_	DET	DT	_	3	det	_	_
2	good	_	ADJ	JJ	_	3	amod	_	_
3	tale	_	NOUN	NN	_	5	nsubj	_	_
4	is	_	VERB	VBZ	_	5	cop	_	_
5	none	_	NOUN	NN	_	0	root	_	_
6	the	_	DET	DT	_	7	det	_	_
7	worse	_	ADJ	JJR	_	5	amod	_	_
8	because	_	SCONJ	IN	_	11	mark	_	_
9	it	_	PRON	PRP	_	11	nsubjpass	_	_
10	is	_	AUX	VBZ	_	11	auxpass	_	_
11	told	_	VERB	VBN	_	5	advcl	_	_
12	twice	_	ADV	RB	_	11	advmod	_	_
13	.	_	PUNCT	.	_	5	punct	_	_
Q	Good tale is always fun.
A	Y

#	Compare16	Alice know better than to leave her child alone in a car .	Compare
1	Alice	_	PROPN	PRP	_	2	nsubj	_	_
2	knows	_	VERB	VBP	_	0	root	_	_
3	better	_	ADJ	JJR	_	4	dep	_	_
4	than	_	ADP	IN	_	2	advmod	_	_
5	to	_	PART	TO	_	6	aux	_	_
6	leave	_	VERB	VB	_	4	dep	_	_
7	her	_	PRON	PRP$	_	8	poss	_	_
8	child	_	NOUN	NN	_	6	dobj	_	_
9	alone	_	ADV	RB	_	6	advmod	_	_
10	in	_	ADP	IN	_	6	prep	_	_
11	a	_	DET	DT	_	12	det	_	_
12	car	_	NOUN	NN	_	10	pobj	_	_
13	.	_	PUNCT	.	_	2	punct	_	_
Q	Alice takes care of her child.
A	Y

#	Compare17	Bob have no more than 500 yen now .	Compare
1	Bob	_	PROPN	PRP	_	2	nsubj	_	_
2	has	_	VERB	VBP	_	0	root	_	_
3	no	_	DET	DT	_	6	quantmod	_	_
4	more	_	ADJ	JJR	_	6	quantmod	_	_
5	than	_	ADP	IN	_	6	quantmod	_	_
6	500	_	NUM	CD	_	7	num	_	_
7	yen	_	NOUN	NNS	_	2	dobj	_	_
8	now	_	ADV	RB	_	7	advmod	_	_
9	.	_	PUNCT	.	_	2	punct	_	_
Q	Bob has only 500 yen.
A	Y

#	Compare18	Chris have no less than 50,000 yen today .	Compare
1	Chris	_	PROPN	PRP	_	2	nsubj	_	_
2	has	_	VERB	VBP	_	0	root	_	_
3	no	_	DET	DT	_	8	neg	_	_
4	less	_	ADJ	JJR	_	5	mwe	_	_
5	than	_	ADP	IN	_	6	quantmod	_	_
6	50000	_	NUM	CD	_	8	num	_	_
7	yen	_	NOUN	NN	_	8	nn	_	_
8	today	_	NOUN	NN	_	2	tmod	_	_
9	.	_	PUNCT	.	_	2	punct	_	_
Q	Chris has much money.
A	Y

#	Compare19	She has not more than ten dollars on her .	Compare
1	She	_	PRON	PRP	_	2	nsubj	_	_
2	has	_	VERB	VBZ	_	0	root	_	_
3	not	_	ADV	RB	_	7	neg	_	_
4	more	_	ADJ	JJR	_	5	mwe	_	_
5	than	_	ADP	IN	_	6	quantmod	_	_
6	ten	_	NUM	CD	_	7	num	_	_
7	dollars	_	NOUN	NNS	_	2	dobj	_	_
8	on	_	ADP	IN	_	7	prep	_	_
9	her	_	PRON	PRP	_	8	pobj	_	_
10	.	_	PUNCT	.	_	2	punct	_	_
Q	She looks like having 12 ~ 15 dollars.
A	N

#	Compare20	Key has not less than ten computers at home .	Compare
1	Key	_	PROPN	PRP	_	2	nsubj	_	_
2	has	_	VERB	VBZ	_	0	root	_	_
3	not	_	ADV	RB	_	7	neg	_	_
4	less	_	ADJ	JJR	_	5	mwe	_	_
5	than	_	ADP	IN	_	6	quantmod	_	_
6	ten	_	NUM	CD	_	7	num	_	_
7	computers	_	NOUN	NNS	_	2	dobj	_	_
8	at	_	ADP	IN	_	7	prep	_	_
9	home	_	NOUN	NN	_	8	pobj	_	_
10	.	_	PUNCT	.	_	2	punct	_	_
Q	Key may have many computers.
A	Y

#	Compare21	A whale is no more a fish than a horse is .	Compare
1	A	_	DET	DT	_	2	det	_	_
2	whale	_	NOUN	NN	_	7	nsubj	_	_
3	is	_	VERB	VBZ	_	7	cop	_	_
4	no	_	DET	DT	_	5	neg	_	_
5	more	_	ADV	RBR	_	7	advmod	_	_
6	a	_	DET	DT	_	7	det	_	_
7	fish	_	NOUN	NN	_	0	root	_	_
8	than	_	SCONJ	IN	_	11	mark	_	_
9	a	_	DET	DT	_	10	det	_	_
10	horse	_	NOUN	NN	_	11	nsubj	_	_
11	is	_	VERB	VBZ	_	7	advcl	_	_
12	.	_	PUNCT	.	_	7	punct	_	_
Q	A whale is fish.
A	N

#	Compare22	A whale is no less a mammal than a horse is .	Compare
1	A	_	DET	DT	_	2	det	_	_
2	whale	_	NOUN	NN	_	7	nsubj	_	_
3	is	_	VERB	VBZ	_	7	cop	_	_
4	no	_	DET	DT	_	5	neg	_	_
5	less	_	ADV	RBR	_	7	advmod	_	_
6	a	_	DET	DT	_	7	det	_	_
7	mammal	_	NOUN	NN	_	0	root	_	_
8	than	_	SCONJ	IN	_	11	mark	_	_
9	a	_	DET	DT	_	10	det	_	_
10	horse	_	NOUN	NN	_	11	nsubj	_	_
11	is	_	VERB	VBZ	_	7	advcl	_	_
12	.	_	PUNCT	.	_	7	punct	_	_
Q	A whale is mammal.
A	Y

